,extracted_reference,top_match,top_names,top_scores,top_indexes,second_match,second_names,second_scores,second_indexes,third_match
120,american-journal-of-sociology,"('-american-journal-of-cultural-sociology', 85.29411764705883, 75240)",-american-journal-of-cultural-sociology,85.29411764705883,75240,"('-american-journal-of-economics-and-sociology', 79.45205479452055, 207380)",-american-journal-of-economics-and-sociology,79.45205479452055,207380,"('-the-british-journal-of-sociology', 77.41935483870968, 125683)"
121,tochilnikova-elina-2020-towards-a-general-theory-of-boredom-a-case-study-of-anglo-and-russian-society-london-routledge,"('bericat-review-of-towards-a-general-theory-of-boredom-a-case-study-of-anglo-and-russian-society', 78.87323943661973, 20750)",bericat-review-of-towards-a-general-theory-of-boredom-a-case-study-of-anglo-and-russian-society,78.87323943661973,20750,"('vedernikov-jean-francois-caron-2020-contemporary-technologies-and-the-morality-of-warfare-the-war-of-the-machines-london-routledge', 53.2258064516129, 234465)",vedernikov-jean-francois-caron-2020-contemporary-technologies-and-the-morality-of-warfare-the-war-of-the-machines-london-routledge,53.2258064516129,234465,"('kirke-book-review-carreiras-h-2006-gender-and-the-military-women-in-the-armed-forces-of-western-democracies-london-routledge', 52.892561983471076, 178508)"
122,toohey-peter-2011-boredom-a-lively-history-new-haven-conn-yale-university-press,"('ritter-book-review-mansfield-h-c-2006-manliness-new-haven-ct-yale-university-press', 64.59627329192547, 87621)",ritter-book-review-mansfield-h-c-2006-manliness-new-haven-ct-yale-university-press,64.59627329192547,87621,"('goldfarb-the-craftsman-by-richard-sennett-new-haven-conn-yale-university-press-2008-pp-x-336-27-50', 57.6271186440678, 27196)",goldfarb-the-craftsman-by-richard-sennett-new-haven-conn-yale-university-press-2008-pp-x-336-27-50,57.6271186440678,27196,"('schwartz-the-culture-of-the-new-capitalism-by-richard-sennett-new-haven-conn-yale-university-press-2006-pp-216-25-00', 56.41025641025641, 29154)"
123,trost-tamara-and-jovana-mihajlovic-trbovc-2020-identity-politics-in-history-textbooks-in-the-region-of-the-former-yugoslavia-pp-197-230-in-the-visegrad-four-and-the-western-balkans-baden-baden-nomos-verlagsgesellschaft,"('tuulentie-the-dialectic-of-identities-in-the-field-of-tourism-the-discourses-of-the-indigenous-sami-in-defining-their-own-and-the-tourists-identities', 45.776566757493185, 43114)",tuulentie-the-dialectic-of-identities-in-the-field-of-tourism-the-discourses-of-the-indigenous-sami-in-defining-their-own-and-the-tourists-identities,45.776566757493185,43114,"('wilson-do-ethnic-racial-identity-dimensions-moderate-the-relations-of-outgroup-discrimination-and-ingroup-marginalization-to-self-esteem-in-black-and-latinx-undergraduates', 45.75835475578406, 62171)",wilson-do-ethnic-racial-identity-dimensions-moderate-the-relations-of-outgroup-discrimination-and-ingroup-marginalization-to-self-esteem-in-black-and-latinx-undergraduates,45.75835475578406,62171,"('zabrovskaia-the-traditional-foreign-policy-of-the-qing-empire-how-the-chinese-reacted-to-the-efforts-of-europeans-to-bring-the-chinese-into-the-western-system-of-international-relations', 45.6575682382134, 231306)"
124,turner-jonathan-h-and-jan-e-stets-2005-the-sociology-of-emotions-cambridge-cambridge-university-press,"('parvaresh-jan-blommaert-the-sociolinguistics-of-globalization-cambridge-cambridge-university-press-2010-xvi-213-pp', 63.25581395348837, 123740)",parvaresh-jan-blommaert-the-sociolinguistics-of-globalization-cambridge-cambridge-university-press-2010-xvi-213-pp,63.25581395348837,123740,"('nelson-jack-goody-renaissances-the-one-or-the-many-cambridge-cambridge-university-press-2010', 63.212435233160626, 211675)",nelson-jack-goody-renaissances-the-one-or-the-many-cambridge-cambridge-university-press-2010,63.212435233160626,211675,"('benton-robert-alun-jones-the-development-of-durkheim-s-social-realism-cambridge-cambridge-university-press-1999', 63.20754716981132, 211422)"
125,tveit-a-d-d-l-cameron-and-v-b-kovac-2014-two-schools-under-one-roof-in-bosnia-and-herzegovina-exploring-the-challenges-of-group-identity-and-deliberative-values-among-bosniak-and-croat-students-international-journal-of-educational,"('mrduljaš-croatian-politics-in-bosnia-and-herzegovina-in-the-context-of-the-declarative-and-realistic-spatial-coverage-of-the-croatian-community-republic-of-herzeg-bosnia-1991-1994', 48.8997555012225, 224049)",mrduljaš-croatian-politics-in-bosnia-and-herzegovina-in-the-context-of-the-declarative-and-realistic-spatial-coverage-of-the-croatian-community-republic-of-herzeg-bosnia-1991-1994,48.8997555012225,224049,"('hadler-global-activism-and-nationally-driven-recycling-the-influence-of-world-society-and-national-contexts-on-public-and-private-environmental-behavior', 48.167539267015705, 131622)",hadler-global-activism-and-nationally-driven-recycling-the-influence-of-world-society-and-national-contexts-on-public-and-private-environmental-behavior,48.167539267015705,131622,"('mrduljaš-croatian-policy-in-the-bosnia-and-herzegovina-in-the-context-of-declarative-and-real-scope-of-croatian-community-republic-of-herzeg-bosnia-1992-1994', 48.06201550387597, 224896)"
126,research-66-103-12,"('-research-notes', 54.54545454545454, 81297)",-research-notes,54.54545454545454,81297,"('-research-review', 52.94117647058824, 136281)",-research-review,52.94117647058824,136281,"('-research-review', 52.94117647058824, 136358)"
127,tyrrell-ian-1991-american-exceptionalism-in-an-age-of-international-history-american-historical-review-96-4-1031-55,"('goldman-exceptionalism-and-internationalism-the-origins-of-american-social-science-reconsidered', 58.09523809523809, 231066)",goldman-exceptionalism-and-internationalism-the-origins-of-american-social-science-reconsidered,58.09523809523809,231066,"('an-navigating-a-curriculum-of-american-exceptionalism-an-asian-american-childs-story', 53.266331658291456, 223418)",an-navigating-a-curriculum-of-american-exceptionalism-an-asian-american-childs-story,53.266331658291456,223418,"('-horowitz-jonathan-2018-relative-education-and-the-advantage-of-a-college-degree-american-sociological-review-83-4-771-801', 53.16455696202531, 5997)"
128,van-straaten-dick-arie-wilschut-and-ron-oostdam-2016-making-history-relevant-to-students-by-connecting-past-present-and-future-a-framework-for-research-journal-of-curriculum-studies-48-4-479-502,"('franchi-from-apartheid-to-affirmative-action-the-use-of-racial-markers-in-past-present-and-future-articulations-of-identity-among-south-african-students', 47.398843930635834, 75815)",franchi-from-apartheid-to-affirmative-action-the-use-of-racial-markers-in-past-present-and-future-articulations-of-identity-among-south-african-students,47.398843930635834,75815,"('fong-stateless-nation-within-a-nationless-state-the-political-past-present-and-future-of-hongkongers-1949-2019', 47.36842105263158, 119069)",fong-stateless-nation-within-a-nationless-state-the-political-past-present-and-future-of-hongkongers-1949-2019,47.36842105263158,119069,"('chong-asian-american-religions-the-making-and-remaking-of-borders-and-boundaries-edited-by-tony-carnes-and-fenggang-yang-new-york-new-york-university-press-2004-pp-399-65-00', 46.86648501362398, 27428)"
129,van-tilburg-wijnand-a-p-and-eric-r-igou-2017-boredom-begs-to-differ-differentiation-from-other-negative-emotions-emotion-17-2-309,"('dore-land-privatization-and-the-differentiation-of-the-peasantry-nicaragua-s-coffee-revolution-1850-1920', 48.927038626609445, 230951)",dore-land-privatization-and-the-differentiation-of-the-peasantry-nicaragua-s-coffee-revolution-1850-1920,48.927038626609445,230951,"('hogan-institutional-and-district-level-sources-of-competition-in-state-legislative-elections', 48.86877828054299, 144846)",hogan-institutional-and-district-level-sources-of-competition-in-state-legislative-elections,48.86877828054299,144846,"('liao-sitting-in-oblivion-as-a-taoist-practice-of-positive-alienation-a-response-to-negative-alienation-in-the-tang-dynasty', 48.60557768924303, 132200)"
130,vansledright-bruce-2008-narratives-of-nation-state-historical-knowledge-and-school-history-education-review-of-research-in-education-32-1-109-46,"('anugwom-beyond-the-narratives-of-decolonization-re-situating-sociological-knowledge-within-the-context-of-development-in-south-africa', 51.98555956678701, 209884)",anugwom-beyond-the-narratives-of-decolonization-re-situating-sociological-knowledge-within-the-context-of-development-in-south-africa,51.98555956678701,209884,"('selander-book-review-oecd-review-national-policies-for-education-review-of-higher-education-in-ireland-examiners-report', 50.950570342205324, 198407)",selander-book-review-oecd-review-national-policies-for-education-review-of-higher-education-in-ireland-examiners-report,50.950570342205324,198407,"('macdonald-class-attitudes-political-knowledge-and-support-for-redistribution-in-an-era-of-inequality', 50.81967213114754, 145435)"
131,vinitzky-seroussi-vered-2002-commemorating-a-difficult-past-yitzhak-rabins-memorials-american-sociological-review-67-1-30-51,"('vinitzky-seroussi-commemorating-a-difficult-past-yitzhak-rabin-s-memorials', 73.73737373737373, 4830)",vinitzky-seroussi-commemorating-a-difficult-past-yitzhak-rabin-s-memorials,73.73737373737373,4830,"('vinitzky-seroussi-commemorating-a-difficult-past-yitzhak-rabin-s-memorials', 73.73737373737373, 6072)",vinitzky-seroussi-commemorating-a-difficult-past-yitzhak-rabin-s-memorials,73.73737373737373,6072,"('teplitskiy-do-peer-reviews-predict-impact-evidence-from-the-american-sociological-review-1978-to-1982', 54.222222222222214, 24025)"
132,vinitzky-seroussi-vered-and-chana-teeger-2010-unpacking-the-unspoken-silence-in-collective-memory-and-forgetting-social-forces-88-3-1103-22,"('vinitzky-seroussi-unpacking-the-unspoken-silence-in-collective-memory-and-forgetting', 75.33632286995515, 16451)",vinitzky-seroussi-unpacking-the-unspoken-silence-in-collective-memory-and-forgetting,75.33632286995515,16451,"('vinitzky-seroussi-a-knock-on-the-door-managing-death-in-the-israeli-defense-forces', 50.678733031674206, 188202)",vinitzky-seroussi-a-knock-on-the-door-managing-death-in-the-israeli-defense-forces,50.678733031674206,188202,"('frazier-it-s-more-than-just-news-print-media-the-tuskegee-syphilis-study-and-collective-memory-among-african-americans', 50.583657587548636, 231083)"
133,vinitzky-seroussi-vered-and-chana-teeger-2019-silence-and-collective-memory-pp-663-74-in-oxford-handbook-of-cognitive-sociology-edited-by-w-h-wayne-h,"('vinitzky-seroussi-unpacking-the-unspoken-silence-in-collective-memory-and-forgetting', 54.93562231759657, 16451)",vinitzky-seroussi-unpacking-the-unspoken-silence-in-collective-memory-and-forgetting,54.93562231759657,16451,"('mjøset-peter-hedstrom-and-peter-bearman-eds-i-the-oxford-handbook-of-analytical-sociology-i', 49.16666666666667, 156151)",mjøset-peter-hedstrom-and-peter-bearman-eds-i-the-oxford-handbook-of-analytical-sociology-i,49.16666666666667,156151,"('mignot-peter-hedstrom-and-peter-bearman-eds-the-oxford-handbook-of-analytical-sociology', 49.152542372881356, 51992)"
134,brekhus-and-gabe-ignatow-new-york-oxford-university-press,"('saev-schemmel-c-2021-justice-and-egalitarian-relations-new-york-oxford-university-press-336-pages', 63.63636363636363, 234236)",saev-schemmel-c-2021-justice-and-egalitarian-relations-new-york-oxford-university-press-336-pages,63.63636363636363,234236,"('preston-book-reviews-manuel-castells-communication-power-oxford-oxford-university-press', 61.111111111111114, 48510)",preston-book-reviews-manuel-castells-communication-power-oxford-oxford-university-press,61.111111111111114,48510,"('boero-whats-wrong-with-fat-by-abigail-c-saguy-new-york-oxford-university-press-2013-pp-xii-259-29-95', 58.59872611464968, 26680)"
135,vodanovich-stephen-j-2003-psychometric-measures-of-boredom-a-review-of-the-literature-journal-of-psychology-137-6-569-95,"('hesselmann-the-visibility-of-scientific-misconduct-a-review-of-the-literature-on-retracted-journal-articles', 51.10132158590308, 139931)",hesselmann-the-visibility-of-scientific-misconduct-a-review-of-the-literature-on-retracted-journal-articles,51.10132158590308,139931,"('-open-call-for-papers-for-a-special-issue-of-the-international-journal-for-comparative-sociology', 50.92592592592593, 137587)",-open-call-for-papers-for-a-special-issue-of-the-international-journal-for-comparative-sociology,50.92592592592593,137587,"('black-the-changing-value-of-the-child-a-review-of-the-literature-regarding-social-perceptions-of-sick-and-dying-children', 50.83333333333333, 79522)"
136,wagner-pacifici-robin-and-barry-schwartz-1991-the-vietnam-veterans-memorial-commemorating-a-difficult-past-american-journal-of-sociology-97-2-376-420,"('lawton-change-of-authorship-intergenerational-solidarity-and-the-structure-of-adult-child-parent-relationships-in-american-families-american-journal-of-sociology-103-2-429-60', 51.39318885448916, 26094)",lawton-change-of-authorship-intergenerational-solidarity-and-the-structure-of-adult-child-parent-relationships-in-american-families-american-journal-of-sociology-103-2-429-60,51.39318885448916,26094,"('daniels-an-earnest-desire-for-the-truth-despite-its-possible-unpleasantness-a-comparative-analysis-of-the-atlanta-university-publications-and-i-american-journal-of-sociology-i-1895-to-1917', 49.85163204747774, 63901)",daniels-an-earnest-desire-for-the-truth-despite-its-possible-unpleasantness-a-comparative-analysis-of-the-atlanta-university-publications-and-i-american-journal-of-sociology-i-1895-to-1917,49.85163204747774,63901,"('mehdizadeh-an-analysis-of-authors-and-institutions-contributing-to-the-american-journal-of-economics-and-sociology-1981-1993', 49.08424908424909, 207272)"
137,watt-diana-2017-dealing-with-difficult-conversations-anti-racism-in-youth-and-community-work-training-race-ethnicity-and-education-20-3-401-13,"('medina-defining-difference-forging-unity-the-co-construction-of-race-ethnicity-and-nation-in-belize', 53.11203319502075, 93324)",medina-defining-difference-forging-unity-the-co-construction-of-race-ethnicity-and-nation-in-belize,53.11203319502075,93324,"('wei-dealing-with-reality-market-demands-artistic-integrity-and-identity-work-in-reality-television-production', 51.79282868525896, 85998)",wei-dealing-with-reality-market-demands-artistic-integrity-and-identity-work-in-reality-television-production,51.79282868525896,85998,"('harries-divide-and-conquer-anti-racist-and-community-organizing-under-austerity', 50.678733031674206, 94205)"
138,weiner-melissa-f-2014-e-racing-slavery-du-bois-review-11-2-329,"('weiner-e-racing-slavery', 54.117647058823536, 184499)",weiner-e-racing-slavery,54.117647058823536,184499,"('greiner-sex-drives-fantasies-of-fascism-in-literary-modernism-review', 50.76923076923077, 219976)",greiner-sex-drives-fantasies-of-fascism-in-literary-modernism-review,50.76923076923077,219976,"('ginzberg-man-and-wife-in-america-a-history-review', 50.45045045045045, 219906)"
139,weldon-gail-2009-memory-identity-and-the-politics-of-curriculum-construction-in-transition-societies-rwanda-and-south-africa-perspectives-in-education-27-2-177-89,"('sigel-purifying-empire-obscenity-and-the-politics-of-moral-regulation-in-britain-india-and-australia-by-deana-heath-review', 53.52112676056338, 220700)",sigel-purifying-empire-obscenity-and-the-politics-of-moral-regulation-in-britain-india-and-australia-by-deana-heath-review,53.52112676056338,220700,"('lieberman-national-political-community-and-the-politics-of-income-taxation-in-brazil-and-south-africa-in-the-twentieth-century', 53.47222222222222, 107692)",lieberman-national-political-community-and-the-politics-of-income-taxation-in-brazil-and-south-africa-in-the-twentieth-century,53.47222222222222,107692,"('cahan-national-identity-and-the-limits-of-constructivism-in-international-relations-theory-a-case-study-of-the-suez-canal', 53.003533568904594, 119562)"
140,wharton-amy-s-2009-the-sociology-of-emotional-labor-annual-review-of-sociology-35-1-147-65,"('wharton-the-sociology-of-emotional-labor', 61.53846153846154, 3768)",wharton-the-sociology-of-emotional-labor,61.53846153846154,3768,"('smelser-looking-back-at-25-years-of-sociology-and-the-annual-review-of-sociology', 58.82352941176471, 4299)",smelser-looking-back-at-25-years-of-sociology-and-the-annual-review-of-sociology,58.82352941176471,4299,"('heaphy-the-sociology-of-lesbian-and-gay-reflexivity-or-reflexive-sociology', 56.09756097560976, 163761)"
141,wilkins-amy-2012-not-out-to-start-a-revolution-race-gender-and-emotional-restraint-among-black-university-men-journal-of-contemporary-ethnography-41-1-34-65,"('krišto-thirty-years-of-croatian-historiography-in-the-casopis-za-suvremenu-povijest-journal-for-contemporary-history-1969-1999', 50.35460992907801, 224932)",krišto-thirty-years-of-croatian-historiography-in-the-casopis-za-suvremenu-povijest-journal-for-contemporary-history-1969-1999,50.35460992907801,224932,"('mao-bringing-emotional-reflexivity-and-emotional-regime-to-understanding-the-hukou-puzzle-in-contemporary-china', 49.43820224719101, 183653)",mao-bringing-emotional-reflexivity-and-emotional-regime-to-understanding-the-hukou-puzzle-in-contemporary-china,49.43820224719101,183653,"('szubielska-the-impact-of-ambiguity-in-the-image-and-title-on-the-liking-and-understanding-of-contemporary-paintings', 48.708487084870846, 86431)"
142,wilkins-amy-c-and-jennifer-a-pace-2014-class-race-and-emotions-pp-385-409-in-handbook-of-the-sociology-of-emotions-volume-ii-edited-by-jan-e-stets-and-jonathan-h-turner-new-york-springer,"('emerson-the-sage-handbook-of-the-sociology-of-religion-edited-by-james-a-beckford-and-n-j-demerath-iii', 50.0, 105808)",emerson-the-sage-handbook-of-the-sociology-of-religion-edited-by-james-a-beckford-and-n-j-demerath-iii,50.0,105808,"('wickham-crowley-irregular-armed-forces-and-their-role-in-politics-and-state-formation-edited-by-diane-e-davis-and-anthony-w-pereira-new-york-cambridge-university-press-2004-pp-viii-419-65-00', 47.87234042553191, 26385)",wickham-crowley-irregular-armed-forces-and-their-role-in-politics-and-state-formation-edited-by-diane-e-davis-and-anthony-w-pereira-new-york-cambridge-university-press-2004-pp-viii-419-65-00,47.87234042553191,26385,"('cummings-book-review-the-international-handbook-on-the-sociology-of-education-an-international-assessment-of-new-research-and-theory', 47.79874213836478, 132985)"
143,wingfield-adia-harvey-2007-the-modern-mammy-and-the-angry-black-man-african-american-professionals-experiences-with-gendered-racism-in-the-workplace-race-gender-and-class-14-1-2-196-212,"('boyd-protected-markets-and-african-american-professionals-in-northern-cities-during-the-great-migration', 51.388888888888886, 153577)",boyd-protected-markets-and-african-american-professionals-in-northern-cities-during-the-great-migration,51.388888888888886,153577,"('pendergrass-no-longer-bound-for-the-promised-land-african-americans-religious-experiences-in-the-reversal-of-the-great-migration', 50.47923322683706, 62050)",pendergrass-no-longer-bound-for-the-promised-land-african-americans-religious-experiences-in-the-reversal-of-the-great-migration,50.47923322683706,62050,"('zajchowski-now-is-not-the-time-to-take-a-breather-united-states-federal-land-management-agency-professionals-perceptions-at-the-40th-anniversary-of-the-clean-air-act-amendments-of-1977', 48.78048780487805, 103099)"
144,wingfield-adia-harvey-2010-are-some-emotions-marked-whites-only-racialized-feeling-rules-in-professional-workplaces-social-problems-57-2-251-68,"('wingfield-are-some-emotions-marked-whites-only-racialized-feeling-rules-in-professional-workplaces', 81.32780082987551, 49153)",wingfield-are-some-emotions-marked-whites-only-racialized-feeling-rules-in-professional-workplaces,81.32780082987551,49153,"('ridgeway-documenting-the-routine-burden-of-devalued-difference-in-the-professional-workplace', 49.361702127659576, 12547)",ridgeway-documenting-the-routine-burden-of-devalued-difference-in-the-professional-workplace,49.361702127659576,12547,"('feiring-david-hughes-and-donald-light-rationing-constructed-realities-and-professional-practices-oxford-blackwell-publishers-2002', 49.26470588235294, 157034)"
145,winter-jay-and-emmanuel-sivan-eds-2000-war-and-remembrance-in-the-twentieth-century-studies-in-the-social-and-cultural-history-of-modern-warfare-5-cambridge,"('nathansohn-efrat-ben-ze-ev-remembering-palestine-in-1948-beyond-national-narratives-cambridge-studies-in-the-social-and-cultural-history-of-modern-warfare-cambridge-cambridge-university-press-2011', 61.93181818181819, 211564)",nathansohn-efrat-ben-ze-ev-remembering-palestine-in-1948-beyond-national-narratives-cambridge-studies-in-the-social-and-cultural-history-of-modern-warfare-cambridge-cambridge-university-press-2011,61.93181818181819,211564,"('early-african-american-religion-in-the-twentieth-century-varieties-of-protest-and-accommodation-hans-a-baer-merrill-singer', 52.517985611510795, 27874)",early-african-american-religion-in-the-twentieth-century-varieties-of-protest-and-accommodation-hans-a-baer-merrill-singer,52.517985611510795,27874,"('stromberg-jane-h-hill-judith-t-irvine-eds-responsibility-and-evidence-in-oral-discourse-studies-in-the-social-and-cultural-foundations-of-language-15-cambridge-new-york-cambridge-university-press-1993-pp-vii-316-hb-59-95', 51.06382978723405, 169949)"
146,cambridge-university-press-boredom-as-a-racialized-emotion,"('teeger-not-feeling-the-past-boredom-as-a-racialized-emotion', 71.7948717948718, 30816)",teeger-not-feeling-the-past-boredom-as-a-racialized-emotion,71.7948717948718,30816,"('darden-boredom-a-socially-disvalued-emotion', 61.386138613861384, 152904)",darden-boredom-a-socially-disvalued-emotion,61.386138613861384,152904,"('amsler-university-ranking-as-social-exclusion', 56.310679611650485, 128918)"
147,wolpe-harold-1972-capitalism-and-cheap-labour-power-in-south-africa-from-segregation-to-apartheid-economy-and-society-1-4-425-56,"('allen-mother-of-the-nation-rugby-nationalism-and-the-role-of-women-in-south-africa-s-afrikaner-society', 53.04347826086957, 180433)",allen-mother-of-the-nation-rugby-nationalism-and-the-role-of-women-in-south-africa-s-afrikaner-society,53.04347826086957,180433,"('jeppie-review-re-imagining-the-social-in-south-africa-critique-theory-and-post-apartheid-society', 51.78571428571428, 206002)",jeppie-review-re-imagining-the-social-in-south-africa-critique-theory-and-post-apartheid-society,51.78571428571428,206002,"('hart-indian-business-in-south-africa-after-apartheid-new-and-old-trajectories', 51.707317073170735, 210586)"
148,zembylas-michalinos-and-froso-kambani-2012-the-teaching-of-controversial-issues-during-elementary-level-history-instruction-greek-cypriot-teachers-perceptions-and-emotions-theory-and-research-in-social-education-40-2-107-33,"('hutchins-heroes-and-the-renegotiation-of-national-identity-in-american-history-textbooks-representations-of-george-washington-and-abraham-lincoln-1982-2003', 48.67724867724868, 118886)",hutchins-heroes-and-the-renegotiation-of-national-identity-in-american-history-textbooks-representations-of-george-washington-and-abraham-lincoln-1982-2003,48.67724867724868,118886,"('neyrinck-updating-allport-s-and-batson-s-framework-of-religious-orientations-a-reevaluation-from-the-perspective-of-self-determination-theory-and-wulff-s-social-cognitive-model', 48.1203007518797, 104661)",neyrinck-updating-allport-s-and-batson-s-framework-of-religious-orientations-a-reevaluation-from-the-perspective-of-self-determination-theory-and-wulff-s-social-cognitive-model,48.1203007518797,104661,"('lee-examining-the-long-term-effect-of-leisure-engagement-leisure-satisfaction-and-perceived-discrimination-on-stress-perception-among-koreans-with-physical-disabilities', 48.08184143222506, 53458)"
149,zerubavel-yael-1995-the-multivocality-of-a-national-myth-memory-and-countermemories-of-masada-israel-affairs-1-3-110-28,"('eyerman-the-politics-of-consolation-memory-and-the-meanings-of-september-11', 51.546391752577314, 252925)",eyerman-the-politics-of-consolation-memory-and-the-meanings-of-september-11,51.546391752577314,252925,"('ormsby-the-impacts-of-global-and-national-policy-on-the-management-and-conservation-of-sacred-groves-of-india', 50.0, 138109)",ormsby-the-impacts-of-global-and-national-policy-on-the-management-and-conservation-of-sacred-groves-of-india,50.0,138109,"('zerubavel-the-anthropology-of-time-cultural-constructions-of-temporal-maps-and-images', 49.01960784313726, 244822)"
150,zolberg-vera-l-1998-contested-remembrance-the-hiroshima-exhibit-controversy-theory-and-society-27-4-565-90,"('zolberg-museums-as-contested-sites-of-remembrance-the-enola-gay-affair', 51.13636363636363, 97872)",zolberg-museums-as-contested-sites-of-remembrance-the-enola-gay-affair,51.13636363636363,97872,"('challand-1989-contested-memories-and-the-shifting-cognitive-maps-of-europe', 50.0, 127570)",challand-1989-contested-memories-and-the-shifting-cognitive-maps-of-europe,50.0,127570,"('hüther-tired-of-science-notes-on-the-relationship-between-university-and-society', 49.46236559139785, 263950)"
151,american-journal-of-sociology,"('-american-journal-of-cultural-sociology', 85.29411764705883, 75240)",-american-journal-of-cultural-sociology,85.29411764705883,75240,"('-american-journal-of-economics-and-sociology', 79.45205479452055, 207380)",-american-journal-of-economics-and-sociology,79.45205479452055,207380,"('-the-british-journal-of-sociology', 77.41935483870968, 125683)"
